,Statement,Link,Date,Source,Label
8080,"""Women in our state will continue to have cost-free access to reproductive health care""",https://www.politifact.com/factchecks/2017/oct/21/andrew-cuomo/state-birth-control-rule-doesnt-cover-all-insuranc/,"ober 21, 2017",Andrew Cuomo,TRUE
8081,On preserving 60-vote threshold to end a Senate filibuster.,https://www.politifact.com/factchecks/2017/oct/20/ted-cruz/ted-cruz-flip-flops-60-senate-votes-end-filibuster/,"ober 20, 2017",Ted Cruz,FALSE
8082,The state and local tax deduction is a major benefit for moderate-income households because "50% of households that claim State & Local Tax deduction make under $100K.",https://www.politifact.com/factchecks/2017/oct/20/nancy-pelosi/do-moderate-income-families-benefit-more-state-and/,"ober 20, 2017",Nancy Pelosi,TRUE
8083,"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",https://www.politifact.com/factchecks/2017/oct/20/john-kelly/fact-checking-john-kelly-frederica-wilsons-2015-sp/,"ober 20, 2017",John Kelly,FALSE
8084,"Says ""80 percent of the tax breaks in"" President Donald Trump?s tax-cut ""proposal go to the top 1 percent, that is, people making more than $730,000 a year.""",https://www.politifact.com/factchecks/2017/oct/20/lloyd-doggett/lloyd-doggett-says-80-percent-republican-sought-ta/,"ober 20, 2017",Lloyd Doggett,TRUE
8085,"""The Alamo has been consistently listed as one of the most disappointing landmarks in our nation.""",https://www.politifact.com/factchecks/2017/oct/20/george-p-bush/alamo-consistently-listed-among-nations-most-disap/,"ober 20, 2017",George P. Bush,TRUE
8086,An undocumented immigrant "was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.",https://www.politifact.com/factchecks/2017/oct/20/breitbart/breitbarts-false-and-inflammatory-claim-about-dead/,"ober 20, 2017",Breitbart,FALSE
8087,"In 2016, there were 5,570 people in Wisconsin ""who committed crimes on probation and they were not revoked.""",https://www.politifact.com/factchecks/2017/oct/20/leah-vukmir/wisconsin-thousands-probation-commit-new-crimes-do/,"ober 20, 2017",Leah Vukmir,TRUE
8088,"""And over the last six years, Chicago?s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",https://www.politifact.com/factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/,"ober 20, 2017",Rahm Emanuel,FALSE
8089,NFL players taking a knee during the national anthem is "against the law.",https://www.politifact.com/factchecks/2017/oct/19/roy-moore/it-against-law-nfl-players-kneel-national-anthem-r/,"ober 19, 2017",Roy Moore,FALSE
8090,"In the U.S. asylum system, ""claims of 'fear to return' have skyrocketed, and the percentage of claims that are genuinely meritorious are down.""",https://www.politifact.com/factchecks/2017/oct/19/jeff-sessions/jeff-sessions-claim-about-asylum-system-fraudulent/,"ober 19, 2017",Jeff Sessions,TRUE
8091,"""And I think that his engagement with Congress is something that never happened under President Obama. They were never allowed to debate it. They were never allowed to discuss it. So, now Congress is going to be fully engaged on the threats of Iran.""",https://www.politifact.com/factchecks/2017/oct/19/nikki-haley/haley-wrongly-says-congress-had-no-input-iran-nucl/,"ober 19, 2017",Nikki Haley,FALSE
8092,"""The child tax credit, if we don't do it, there will be no tax relief for working families. How much tax relief working families get under tax reform is entirely dependent on whether or not we put in place an increase to the child tax credit.""",https://www.politifact.com/factchecks/2017/oct/19/marco-rubio/rubio-says-child-tax-credit-key-amount-tax-relief-/,"ober 19, 2017",Marco Rubio,TRUE
8093,"""In the eight years that I was mayor, (there was a) nearly 50 percent drop in violent crime, gang crime ? crime went down because we grew our police department, we focused on constitutional community policing, we did some of the most innovative prevention, intervention, job re-entry programs in the nation.""",https://www.politifact.com/factchecks/2017/oct/18/antonio-villaraigosa/did-las-violent-crime-drop-nearly-half-during-vill/,"ober 18, 2017",Antonio Villaraigosa,TRUE
8094,Says she debated her opponent "multiple times.",https://www.politifact.com/factchecks/2017/oct/18/nancy-mcfarlane/raleigh-mayor-says-she-debated-opponent-multiple-t/,"ober 18, 2017",Nancy McFarlane,TRUE
8095,"""We're the highest developed nation taxed in the world.""",https://www.politifact.com/factchecks/2017/oct/18/donald-trump/once-again-trump-overstates-us-tax-ranking/,"ober 18, 2017",Donald Trump,FALSE
8096,"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",https://www.politifact.com/factchecks/2017/oct/18/donald-trump/trump-mislabels-obamacare-subsidy-gift-insurers/,"ober 18, 2017",Donald Trump,FALSE
8097,"""Hillary (Clinton) caught on tape laughing about (Hurricane) Irma ?wiping out all of those Florida hillbillies?.""",https://www.politifact.com/factchecks/2017/oct/18/asamericanasapplepieorg/hillary-clinton-wanted-irma-wipe-every-florida-hil/,"ober 18, 2017",AsAmericanAsApplePie.org,FALSE
8098,"""Job creation fell by 70 percent in Wisconsin in 2016"" under Scott Walker.",https://www.politifact.com/factchecks/2017/oct/18/tony-evers/jobs-have-grown-under-gop-gov-scott-walker-democra/,"ober 18, 2017",Tony Evers,TRUE
8099,"""San Juan city council votes unanimously to impeach Trump-hating mayor.""",https://www.politifact.com/factchecks/2017/oct/17/asamericanasapplepieorg/fake-blog-posts-say-san-juan-city-council-impeache/,"ober 17, 2017",AsAmericanAsApplePie.org,FALSE
8100,Says Stacey Evans "voted for (school) vouchers...in the beginning.",https://www.politifact.com/factchecks/2017/oct/17/stacey-abrams/school-voucher-claim-ga-gov-race-leaves-out-import/,"ober 17, 2017",Stacey Abrams,TRUE
8101,"""State government spending is at an all-time high. The state is on track to spend more in this fiscal year ? more than $17.9 billion ? than at any time in state history.""",https://www.politifact.com/factchecks/2017/oct/17/oklahoma-council-public-affairs/oklahoma-spending-more-ever-only-if-you-ignore-inf/,"ober 17, 2017",Oklahoma Council of Public Affairs,FALSE
8102,"""Our tax code has nearly doubled since 1985.""",https://www.politifact.com/factchecks/2017/oct/17/roy-blunt/tax-code-so-long-nobodys-really-sure-its-length/,"ober 17, 2017",Roy Blunt,TRUE
8103,"""The president early on called on NATO member countries to step up their contributions ... and as a result of that countries have stepped up contributions toward their own defense.""",https://www.politifact.com/factchecks/2017/oct/15/rex-tillerson/tillerson-says-trumps-rhetoric-has-led-increase-de/,"ober 15, 2017",Rex Tillerson,TRUE
8104,Says he got "support all over Raleigh",https://www.politifact.com/factchecks/2017/oct/14/charles-francis/candidate-raleigh-mayor-says-he-got-support-all-ov/,"ober 13, 2017",Charles Francis,TRUE
8105,"""There is a real law in Texas that says it?s illegal to own more than six dildos.""",https://www.politifact.com/factchecks/2017/oct/13/colin-jost/colin-jost-weekend-update-texas-dildos-law-6-own-m/,"ober 13, 2017",Colin Jost,TRUE
8106,"""A California health care CEO is promising to reduce our prescription drug costs.""",https://www.politifact.com/factchecks/2017/oct/13/ohioans-against-deceptive-rx-ballot-issue/ad-opposing-ohio-issue-2-wrongly-portrays-proponen/,"ober 13, 2017",Ohioans Against Deceptive Rx Ballot Issue,FALSE
8107,An Ohio ballot issue would address the fact that "we?ve gone from paying about $100 for Epipens to over $600 ... We don?t have a choice but to pay it and the drug companies know it.",https://www.politifact.com/factchecks/2017/oct/13/ohio-taxpayers-lower-drug-prices/ohio-issue-2-ballot-initiative-proponents-overstat/,"ober 13, 2017",Ohio Taxpayers for Lower Drug Prices,FALSE
8108,The Republican tax reform proposal is focused on tax breaks for the middle class "and not about people who are really high-income earners getting a tax break.",https://www.politifact.com/factchecks/2017/oct/13/paul-ryan/gop-tax-reform-framework-aimed-giving-break-middle/,"ober 13, 2017",Paul Ryan,FALSE
8109,The NFL is "getting massive tax breaks.",https://www.politifact.com/factchecks/2017/oct/12/donald-trump/nfl-getting-massive-tax-breaks-donald-trump-said/,"ober 12, 2017",Donald Trump,TRUE
8110,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we?re reducing debt.""",https://www.politifact.com/factchecks/2017/oct/12/donald-trump/donald-trumps-misleading-linkage-between-stock-gai/,"ober 12, 2017",Donald Trump,FALSE
8111,A Homeland Security study "showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.",https://www.politifact.com/factchecks/2017/oct/12/casey-cagle/georgia-lt-gov-casey-cagle-misleads-claim-about-ho/,"ober 12, 2017",Casey Cagle,FALSE
8112,"A viral image shows LeBron James wearing a T-shirt that reads, ""We march, y?all mad. We sit down, y?all mad. We speak up, y?all mad. We die, y?all silent.""",https://www.politifact.com/factchecks/2017/oct/12/viral-image/fake-photo-changes-social-message-lebron-james-t-s/,"ober 12, 2017",Viral image,FALSE
8113,Says a proposed $1.05 billion Austin school district bond proposition "will require no tax rate increase.",https://www.politifact.com/factchecks/2017/oct/12/committee-austins-children-pac/claim-about-proposed-austin-school-bonds-silent-in/,"ober 12, 2017",Committee of Austin's Children PAC,TRUE
8114,"""Bob Corker gave us the Iran Deal.""",https://www.politifact.com/factchecks/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/,"ober 12, 2017",Donald Trump,FALSE
8115,"""One in 10 babies born in this country is born in Texas.""",https://www.politifact.com/factchecks/2017/oct/12/joyce-mauk/fort-worth-pediatrician-says-1-10-us-born-babies-b/,"ober 12, 2017",Joyce Mauk,TRUE
8116,"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""",https://www.politifact.com/factchecks/2017/oct/12/andrew-gillum/gillum-campaign-changes-website-after-touting-fals/,"ober 12, 2017",Andrew Gillum,FALSE
8117,"""Background checks have been unequivocally shown to reduce gun violence.""",https://www.politifact.com/factchecks/2017/oct/11/seth-moulton/have-background-checks-been-unequivocally-shown-re/,"ober 11, 2017",Seth Moulton,TRUE
8118,"""Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.""",https://www.politifact.com/factchecks/2017/oct/11/blog-posting/no-obama-did-not-mandate-grandparent-visits/,"ober 11, 2017",Bloggers,FALSE
8119,"""Loopholes in current law prevent ?Unaccompanied Alien Children? (UACs) that arrive in the country illegally from being removed.""",https://www.politifact.com/factchecks/2017/oct/11/donald-trump/donald-trump-omits-facts-claim-loopholes-minors-un/,"ober 11, 2017",Donald Trump,FALSE
8120,"""President Trump signs executive order stripping NFL of ?non-profit? status.""",https://www.politifact.com/factchecks/2017/oct/10/blog-posting/donald-trump-did-not-kill-nfls-tax-exempt-status-e/,"ober 10, 2017",Bloggers,FALSE
8121,"""Jason Aldean gig canceled after he sells out to liberals on ?SNL?.""",https://www.politifact.com/factchecks/2017/oct/10/asamericanasapplepieorg/fake-news-site-says-jason-aldean-gave-anti-gun-scr/,"ober 10, 2017",AsAmericanAsApplePie.org,FALSE
8122,"""There have been more than 270 mass shootings in the United States in the last year alone. That?s where four or more are killed.""",https://www.politifact.com/factchecks/2017/oct/10/hillary-clinton/hillary-clintons-false-claim-mass-shootings/,"ober 10, 2017",Hillary Clinton,FALSE
8123,"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",https://www.politifact.com/factchecks/2017/oct/10/bruce-rauner/rauner-consistent-start-his-pro-choice-views/,"ober 10, 2017",Bruce Rauner,TRUE
8124,"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",https://www.politifact.com/factchecks/2017/oct/09/colin-kaepernick/nfls-colin-kaepernick-incorrectly-credits-winston-/,"tober 9, 2017",Colin Kaepernick,FALSE
8125,Trump?s tax plan is "completely focused on the wealthy and the powerful - not the middle class.",https://www.politifact.com/factchecks/2017/oct/09/charles-schumer/does-trumps-tax-plan-do-nothing-low-income-earners/,"tober 8, 2017",Charles Schumer,FALSE
8126,"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""",https://www.politifact.com/factchecks/2017/oct/08/chris-cox/nras-chris-cox-falsely-says-dianne-feinstein-wante/,"tober 8, 2017",Chris Cox,FALSE
8127,"""The Obama administration approved the sale of bump fire stocks on at least two occasions.""",https://www.politifact.com/factchecks/2017/oct/06/national-rifle-association/nra-claim-obama-approved-bump-stocks/,"tober 6, 2017",National Rifle Association,TRUE
8128,"""The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.""",https://www.politifact.com/factchecks/2017/oct/06/charles-schumer/are-republicans-paying-tax-cuts-reductions-medicar/,"tober 6, 2017",Charles Schumer,TRUE
8129,"In Wisconsin, ""we have a bill that would allow hidden, deadly weapons -- every single person to carry one -- no training, no background check, even around schools.""",https://www.politifact.com/factchecks/2017/oct/06/chris-taylor/wake-las-vegas-lawmaker-says-wisconsin-bill-would-/,"tober 6, 2017",Chris Taylor,TRUE
8130,"""White men have committed more mass shootings than any other group.""",https://www.politifact.com/factchecks/2017/oct/06/newsweek/are-white-males-responsible-more-mass-shootings-an/,"tober 6, 2017",Newsweek,TRUE
